business,legalformLabel,legalidLabel,dunsLabel,inceptionLabel
http://www.wikidata.org/entity/Q1671436,,,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1671509,joint-stock company,ZV20P4CNJVT8V1ZGJ064,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1671623,aktiebolag,,,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1671651,Akcinė bendrovė,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1671741,public limited company,,,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1671804,aktiebolag,,,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1672602,,,,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1672939,open joint-stock company,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1673079,,SQL3F6CKNNBM3SQGHX24,,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1674598,public company,,,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1675242,Aktiengesellschaft,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1675427,joint-stock company,,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1676532,Societas Europaea,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1676554,S.A.,,,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1676701,kabushiki gaisha,,,2007-04-02T00:00:00Z
http://www.wikidata.org/entity/Q1676726,joint-stock company,,,1864-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1678152,société anonyme,,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1680518,Aktiengesellschaft,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1683034,,549300EG57ZJJG8NC776,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1683034,,8T2ZO87FU1KVPZIG9I59,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1683034,,G7D5LKZKIBRMES6BO437,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1683034,,QAOLOJ16OMJU62H76289,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1683452,joint-stock company,,,1832-07-01T00:00:00Z
http://www.wikidata.org/entity/Q1683452,public company,,,1832-07-01T00:00:00Z
http://www.wikidata.org/entity/Q1684445,public limited company,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1685287,joint-stock company,549300Q8LSNHAVWBNI21,,1909-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1685648,kabushiki gaisha,,,1950-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1686155,Aktiengesellschaft,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1688023,kabushiki gaisha,,,1925-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1688522,Aktiengesellschaft,,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1688845,kabushiki gaisha,,,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1689717,joint-stock company,,,2001-02-01T00:00:00Z
http://www.wikidata.org/entity/Q1691821,Aktiengesellschaft,,,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1700871,corporation,KOO0397YRO83WY5MGD97,,1960-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1701390,Aktiengesellschaft,,,1942-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1703203,aktiebolag,,,1905-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1703389,joint-stock company,6SYKCME112RT8TQUO411,,1783-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1707372,Aktiengesellschaft,,,
http://www.wikidata.org/entity/Q1711120,Aktiengesellschaft,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1715931,,549300EK847TAWPJWF34,,1974-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1719182,public company,,,1927-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1719197,joint-stock company,,,
http://www.wikidata.org/entity/Q1720400,Societas Europaea,,,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1720713,joint-stock company,,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1721950,Aktiengesellschaft,,,1911-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1722848,joint-stock company,,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1722848,public company,,,1945-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1723313,GmbH,,,1883-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1723912,,,,1895-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1724726,public company,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1728446,joint-stock company,,,1969-11-14T00:00:00Z
http://www.wikidata.org/entity/Q1729077,Aktiengesellschaft,,,1977-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1736294,,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1736581,joint-stock company,,,1891-02-20T00:00:00Z
http://www.wikidata.org/entity/Q1737636,joint-stock company,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1738151,,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1739782,julkinen osakeyhtiö,549300PU3X0D5VAUZT02,,1940-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1740314,public company,RKPI3RZGV1V1FJTH5T61,,1825-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1740323,,40TF3VPKEM3IMMIU0O47,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1740742,public company,,,2006-03-13T00:00:00Z
http://www.wikidata.org/entity/Q1741634,joint-stock company,MP3J6QPYPGN75NVW2S34,,1872-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1742118,joint-stock company,549300ZFG0YO58NZON90,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1742118,public company,549300ZFG0YO58NZON90,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1742438,Aktiengesellschaft,,,1846-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1744154,Aktiengesellschaft,,,1897-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1744648,Aktiengesellschaft,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1746467,Aktiengesellschaft,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1747083,Aktiengesellschaft,,,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1747133,corporation,,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1748122,Aktiengesellschaft,,,1900-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1750893,Aktiengesellschaft,,,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1751032,,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1751566,kabushiki gaisha,,,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1753080,public company,,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1753718,aktiebolag,,,1897-03-08T00:00:00Z
http://www.wikidata.org/entity/Q1755034,joint-stock company,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1755924,Aktiengesellschaft,,,1916-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1756920,,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1192654,joint-stock company,549300SEZNUB1KMF8427,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1192667,kabushiki gaisha,,,1958-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1192805,public company,,,1937-07-13T00:00:00Z
http://www.wikidata.org/entity/Q1193833,joint-stock company,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1194143,,,,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1194832,corporation,PT3QB789TSUIDF371261,,1855-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1195490,privately held company,,,1921-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1195543,public company,,,1967-11-19T00:00:00Z
http://www.wikidata.org/entity/Q1196431,public company,,,2000-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1196745,public company,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1197548,public company,B3DXGBC8GAIYWI2Z0172,,1978-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1198156,public limited company,,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1199757,public company,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1200840,public company,5493000D6NN0V57UME20,,1896-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1200904,public company,,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1201076,joint-stock company,,,1897-03-27T00:00:00Z
http://www.wikidata.org/entity/Q1201561,,,,
http://www.wikidata.org/entity/Q1201651,Societas Europaea,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1202053,Societas Europaea,5299005A2ZEP6AP7KM81,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1202213,Aktiengesellschaft,,,1965-09-01T00:00:00Z
http://www.wikidata.org/entity/Q1202320,Aktiengesellschaft,,,1872-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1203131,Aktiengesellschaft,802UEDW6ZEY0W4YCVU89,,1872-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1203426,Société à responsabilité limitée,,,1910-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1203727,Aktiengesellschaft,,,1871-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1204169,public company,,,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1206686,,W2AVA6SODOQ1LCYJQR54,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1206980,public company,,,1971-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1208459,public limited company,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1218180,kabushiki gaisha,,,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1220078,joint-stock company,,,1859-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1220078,joint-stock company,,,2016-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1224697,public company,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1225324,joint-stock company,,,2009-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1225328,allmennaksjeselskap,,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1225892,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1230295,,G617XSG94Z7G0RMW3L02,,1899-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1231357,joint-stock company,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1231406,joint-stock company,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1232514,kabushiki gaisha,,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1232862,corporation,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1233688,Aktiengesellschaft,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1235090,joint-stock company,,,1985-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1235669,corporation,NFTQLLI412TBX4OU4735,611239542,1997-11-04T00:00:00Z
http://www.wikidata.org/entity/Q1236487,Aktiengesellschaft,,,1894-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1236521,joint-stock company,,,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1238739,,XYSIJOU3HNVROZWNA008,,1848-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1238842,aktieselskab,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1241260,aktieselskab,,,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1241260,aktieselskab,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1243964,aktieselskab,,,1866-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1246876,Aktiengesellschaft,,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1250129,Aktiengesellschaft,,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1250162,Aktiengesellschaft,,,
http://www.wikidata.org/entity/Q1251273,Aktiengesellschaft,,,1913-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1253903,Aktiengesellschaft,,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1254037,Aktiengesellschaft,,,1944-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1254149,public company,,,2008-05-07T00:00:00Z
http://www.wikidata.org/entity/Q1254961,joint-stock company,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1256028,public company,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1256188,public company,300300IP9S6FHQPKRN68,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1256909,S.A.,,,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1256963,Aktiengesellschaft,,,
http://www.wikidata.org/entity/Q1258511,joint-stock company,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1258529,Aktiengesellschaft,,,1872-11-12T00:00:00Z
http://www.wikidata.org/entity/Q1260314,joint-stock company,,,1918-12-17T00:00:00Z
http://www.wikidata.org/entity/Q1260606,public company,,,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1260653,joint-stock company,,,1995-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1264020,Aktiengesellschaft,,,1865-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1264404,joint-stock company,549300V2JP2VCL6GG287,,1904-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1265181,public company,RI37BMPWE56BCJ747E14,884114609,1841-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1265517,public company,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1267084,Aktiengesellschaft,,,1901-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1269170,public company,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1272525,,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1273311,Aktiengesellschaft,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1274362,sociedade anónima,,,2007-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1275336,sociedad anónima,,,1944-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1275577,joint-stock company,XWTZDRYZPBUHIQBKDB46,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1275613,limited liability company,549300XCR4R530HJP604,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1275616,joint-stock company,,,1930-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1277779,public company,,,1969-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1279721,joint-stock company,,,1949-02-10T00:00:00Z
http://www.wikidata.org/entity/Q1279721,joint-stock company,,,2005-10-01T00:00:00Z
http://www.wikidata.org/entity/Q1280482,Aktiengesellschaft,,,1892-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1280748,public company,,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1280993,Aktiengesellschaft,,,2000-04-01T00:00:00Z
http://www.wikidata.org/entity/Q1281619,Aktiengesellschaft,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1282031,,,,1923-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1282130,S.A.,,,1951-08-25T00:00:00Z
http://www.wikidata.org/entity/Q1282159,joint-stock company,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1282597,joint-stock company,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1283291,S.A.,549300XTO5VR8SKV1V74,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1284261,open joint-stock company,253400JPTEEW143W3E47,,1993-06-30T00:00:00Z
http://www.wikidata.org/entity/Q1284333,public company,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1284698,kabushiki gaisha,,,1943-03-01T00:00:00Z
http://www.wikidata.org/entity/Q1284860,Aktiengesellschaft,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1285819,public company,V167QI9I69W364E2DY52,,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1286732,Aktiengesellschaft,,,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1287771,public company,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q1288880,Aktiengesellschaft,,,1953-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4848457,,,,1985-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4848822,,,,1938-07-14T00:00:00Z
http://www.wikidata.org/entity/Q4849540,,,,1942-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854030,,549300MNZECUR067HB12,,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854074,S.A.,,,1909-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854082,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854119,joint-stock company,,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854129,,,,1968-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854137,sociedade anônima,,,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854138,,OUG18NR543384L2ZB309,,
http://www.wikidata.org/entity/Q4854759,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4854848,,,,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855875,,,,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855880,public company,,,1962-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855887,,,,2006-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855913,,,,1956-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855942,public company,,,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855944,public company,,,1980-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855947,public company,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855958,,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855962,public company,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855963,,,,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4855966,,,,1906-04-18T00:00:00Z
http://www.wikidata.org/entity/Q4856116,,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856124,,XJCRTTYJVBMA22IXL619,,1897-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856160,,,,1909-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856166,,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856167,,D0S7VONHO5DJC1B7FT48,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856173,,,,1874-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856269,,,,
http://www.wikidata.org/entity/Q4856439,,,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856834,,,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4856910,,WE0I402RW25AU38DTI13,,1890-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4857098,,,,1928-09-12T00:00:00Z
http://www.wikidata.org/entity/Q4861529,,,,
http://www.wikidata.org/entity/Q4863194,,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4863484,public company,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4868109,,,,1902-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4873764,,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4874958,,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4875704,,,,
http://www.wikidata.org/entity/Q4875977,,,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4876829,,,,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4878288,,,,
http://www.wikidata.org/entity/Q4878289,,,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4878313,,,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4880421,,,,1989-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4880982,,,,1963-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4881150,,,,
http://www.wikidata.org/entity/Q4884228,,,,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4886950,public company,549300W18RHYZOZKOP53,,1979-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4887418,,EBUZWPCV9RVYQNH5Q559,,1853-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4889685,,,,1991-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4892023,,,,1976-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4894819,,,,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4900880,,,,1989-11-02T00:00:00Z
http://www.wikidata.org/entity/Q4901103,public company,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4901117,,,,1961-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4903530,,,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4903531,kabushiki gaisha,,,1968-03-01T00:00:00Z
http://www.wikidata.org/entity/Q4904749,,,,1912-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4904902,,,,1955-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4905973,,,,1967-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4906227,,,,1985-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4906703,,,,1998-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4906978,,549300J4OQ973AEQEG06,,
http://www.wikidata.org/entity/Q4908047,,XE2KCQGOGYZ847CKN141,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4914611,,,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4914620,,,,1990-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4914627,,,,2003-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4914632,,NSLL8ITTRR0J5HEMR848,,1997-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4915361,,,,1988-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4916151,,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4916735,,,,
http://www.wikidata.org/entity/Q4921527,kabushiki gaisha,,,1942-12-24T00:00:00Z
http://www.wikidata.org/entity/Q4922539,,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4923294,public limited company,,,1983-11-11T00:00:00Z
http://www.wikidata.org/entity/Q4928282,,E1UJ2GO305B5FXGV7N04,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4928676,,,,1996-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4928758,,,,2004-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4928769,,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4928875,public company,5493004ZXJUUWQ65ER59,,1932-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4929570,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4930359,,,,1966-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4931457,,,,2005-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4931458,,,,1984-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4932386,,,,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4937267,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4937270,,,,1999-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4938392,,,,2001-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4941954,,,,1897-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4942235,,,,1972-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4943180,,,,1835-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4943266,,,,1917-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4944286,public company,,,1946-03-04T00:00:00Z
http://www.wikidata.org/entity/Q4947278,,,,1975-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4950583,,,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4951483,public company,549300KQUCPD8687YS68,,2009-05-01T00:00:00Z
http://www.wikidata.org/entity/Q4957288,,5UZ46ZCYUFYYAC0DS831,,1986-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4962700,,,,1762-01-01T00:00:00Z
http://www.wikidata.org/entity/Q713418,joint-stock company,,,1987-02-21T00:00:00Z
http://www.wikidata.org/entity/Q713418,open joint-stock company,,,1987-02-21T00:00:00Z
http://www.wikidata.org/entity/Q714491,public limited company,,,1884-01-01T00:00:00Z
http://www.wikidata.org/entity/Q714641,public company,,,1970-01-01T00:00:00Z
http://www.wikidata.org/entity/Q715583,joint-stock company,29DX7H14B9S6O3FD6V18,,1983-01-01T00:00:00Z
http://www.wikidata.org/entity/Q716457,kabushiki gaisha,,,1948-07-01T00:00:00Z
http://www.wikidata.org/entity/Q716979,kabushiki gaisha,,,1919-12-24T00:00:00Z
http://www.wikidata.org/entity/Q717093,public company,,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q717093,kabushiki gaisha,,,1949-01-01T00:00:00Z
http://www.wikidata.org/entity/Q719628,public company,,,1977-10-16T00:00:00Z
http://www.wikidata.org/entity/Q720479,kabushiki gaisha,,,1889-01-01T00:00:00Z
http://www.wikidata.org/entity/Q720484,kabushiki gaisha,,,1907-09-08T00:00:00Z
http://www.wikidata.org/entity/Q720489,kabushiki gaisha,,,1931-05-21T00:00:00Z
http://www.wikidata.org/entity/Q721162,joint-stock company,PCTXNQGRJVR3OG33JG65,,1975-06-12T00:00:00Z
http://www.wikidata.org/entity/Q721373,,,,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q722928,,,,1906-01-01T00:00:00Z
http://www.wikidata.org/entity/Q724186,,,,1996-03-31T00:00:00Z
http://www.wikidata.org/entity/Q725634,public company,,,1924-01-01T00:00:00Z
http://www.wikidata.org/entity/Q725793,,549300E5Y4M86FFRWP82,,1862-01-01T00:00:00Z
http://www.wikidata.org/entity/Q726193,private company limited by shares,,,1948-09-07T00:00:00Z
http://www.wikidata.org/entity/Q726654,joint-stock company,549300LDQLQBT38QDY28,,1864-01-01T00:00:00Z
http://www.wikidata.org/entity/Q727309,joint-stock company,,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q727697,limited liability company,549300LJNVY5SW3VTN33,,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q727883,public company,QTX3D84DZDD5JYOCYH15,,1992-01-01T00:00:00Z
http://www.wikidata.org/entity/Q728185,kabushiki gaisha,,,1872-10-19T00:00:00Z
http://www.wikidata.org/entity/Q729754,public company,,,1926-01-01T00:00:00Z
http://www.wikidata.org/entity/Q730179,kabushiki gaisha,,,1948-01-23T00:00:00Z
http://www.wikidata.org/entity/Q731123,,,,1965-01-01T00:00:00Z
http://www.wikidata.org/entity/Q731912,,549300GUSOAN8YCR8P16,,1915-01-01T00:00:00Z
http://www.wikidata.org/entity/Q731938,public limited company,PY6ZZQWO2IZFZC3IOL08,230790719,1992-06-17T00:00:00Z
http://www.wikidata.org/entity/Q732670,joint-stock company,,,1987-01-01T00:00:00Z
http://www.wikidata.org/entity/Q732670,joint-stock company,,,2012-05-01T00:00:00Z
http://www.wikidata.org/entity/Q733482,public company,549300CQJMLT21SZFL16,,2002-01-01T00:00:00Z
http://www.wikidata.org/entity/Q733958,joint-stock company,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q733958,public company,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q734061,public company,,,1993-01-01T00:00:00Z
http://www.wikidata.org/entity/Q734338,public company,,,1995-04-12T00:00:00Z
http://www.wikidata.org/entity/Q734447,public company,,,1981-01-01T00:00:00Z
http://www.wikidata.org/entity/Q734779,,,,1999-01-01T00:00:00Z
