business,productsLabel,websiteLabel,emailLabel
http://www.wikidata.org/entity/Q170416,software,https://www.philips.sa/,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.ae/,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.za,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.il,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.bh/,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.az,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.ge,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.am,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.pk,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.cn,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.hk/,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.in,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.my,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.sg,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.ph,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.th,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.vn,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.kr,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.jp,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.mx,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.br,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.co,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.pe,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.cl,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.ar,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.uy,
http://www.wikidata.org/entity/Q170416,software,https://www.centralamerica.philips.com,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.id/,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.com.au,
http://www.wikidata.org/entity/Q170416,software,https://www.philips.co.nz,
http://www.wikidata.org/entity/Q170614,,https://www.ryanair.com/,
http://www.wikidata.org/entity/Q173395,network switch,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,router,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,software,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,wireless access point,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,Cable modem,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,set-top box,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,Cable modem termination system,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,networking hardware,http://www.cisco.com,
http://www.wikidata.org/entity/Q173395,residential gateway,http://www.cisco.com,
http://www.wikidata.org/entity/Q173476,engine,http://www.cummins.com,
http://www.wikidata.org/entity/Q173941,software,https://www.ea.com,
http://www.wikidata.org/entity/Q173941,video game,https://www.ea.com,
http://www.wikidata.org/entity/Q173941,Command & Conquer,https://www.ea.com,
http://www.wikidata.org/entity/Q173941,Medal of Honor,https://www.ea.com,
http://www.wikidata.org/entity/Q173941,Army of Two,https://www.ea.com,
http://www.wikidata.org/entity/Q1306571,energy,http://www.koc.com.tr,
http://www.wikidata.org/entity/Q1307902,power tool,http://www.einhell.de,
http://www.wikidata.org/entity/Q1309851,,http://www.schibsted.com,
http://www.wikidata.org/entity/Q1310001,,https://www.erstegroup.com,
http://www.wikidata.org/entity/Q1310785,,http://www.klemme-ag.com/,
http://www.wikidata.org/entity/Q1312356,,http://www.psi.de,
http://www.wikidata.org/entity/Q1314072,,http://www.yamaichi.co.jp,
http://www.wikidata.org/entity/Q1315706,,http://www.symetra.com/Pages/home.aspx,
http://www.wikidata.org/entity/Q1316434,,http://www.goodwinsteelcastings.com,
http://www.wikidata.org/entity/Q1317270,high fidelity,http://www.onkyo.com,
http://www.wikidata.org/entity/Q1318049,,http://www.wpp.com,
http://www.wikidata.org/entity/Q1318848,QuickBooks,https://www.intuit.com/,
http://www.wikidata.org/entity/Q1318848,TurboTax,https://www.intuit.com/,
http://www.wikidata.org/entity/Q1319505,,http://www.nathansfamous.com/,
http://www.wikidata.org/entity/Q1319601,,http://www.allegiantair.com,
http://www.wikidata.org/entity/Q1321054,,http://www.nscorp.com,
http://www.wikidata.org/entity/Q1321815,,http://www.kikkoman.com,
http://www.wikidata.org/entity/Q1321868,,http://www.latamairlinesgroup.net/,
http://www.wikidata.org/entity/Q1321868,,https://www.latam.com,
http://www.wikidata.org/entity/Q1321914,,https://www.tobu.co.jp/,
http://www.wikidata.org/entity/Q1321914,,https://www.tobu.co.jp/cn/,
http://www.wikidata.org/entity/Q1321914,,https://www.tobu.co.jp/en/,
http://www.wikidata.org/entity/Q1321914,,https://www.tobu.co.jp/kr/,
http://www.wikidata.org/entity/Q1321914,,https://www.tobu.co.jp/tcn/,
http://www.wikidata.org/entity/Q1321914,,https://www.tobu.co.jp/th/,
http://www.wikidata.org/entity/Q1322011,,http://www.waters.com,
http://www.wikidata.org/entity/Q1322045,,http://www.g4s.com,
http://www.wikidata.org/entity/Q1322206,,https://www.haneda-tokyo-access.com/,
http://www.wikidata.org/entity/Q1322206,,https://www.keikyu.co.jp/,
http://www.wikidata.org/entity/Q1325369,,http://www.elbitsystems.com,
http://www.wikidata.org/entity/Q1325987,meat,http://www.tyson.com,
http://www.wikidata.org/entity/Q1325994,geophysics,http://www.emgs.com,
http://www.wikidata.org/entity/Q1327064,,http://www.paragon.ag,
http://www.wikidata.org/entity/Q1327429,,https://www.fincantieri.com,
http://www.wikidata.org/entity/Q1327874,software,https://www.realnetworks.com/,
http://www.wikidata.org/entity/Q1328247,,http://www.eneldistribuicaosp.com.br,
http://www.wikidata.org/entity/Q1328252,,http://www.eletrobras.com/,
http://www.wikidata.org/entity/Q1328736,,http://www.gfigroup.com,
http://www.wikidata.org/entity/Q1329463,clothing,https://www.quiksilver.com/,
http://www.wikidata.org/entity/Q1329463,sportswear,https://www.quiksilver.com/,
http://www.wikidata.org/entity/Q1332242,,https://www.tokyu.co.jp/,
http://www.wikidata.org/entity/Q1332242,,https://www.tokyu.co.jp/global/,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/chinese_t/,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/chinese/,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/english/,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/french/takao.html,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/korean/,
http://www.wikidata.org/entity/Q1332506,,https://www.keio.co.jp/thai/,
http://www.wikidata.org/entity/Q1332669,,http://www.elma.com/,
http://www.wikidata.org/entity/Q1333162,,http://www.wspgroup.com,
http://www.wikidata.org/entity/Q1335585,,http://www.emerson.com,
http://www.wikidata.org/entity/Q1335998,toy,http://www.takaratomy.co.jp/,
http://www.wikidata.org/entity/Q1335998,toy,http://www.tomy-group.com/,
http://www.wikidata.org/entity/Q1335998,toy,http://www.tomy.com/,
http://www.wikidata.org/entity/Q1337240,disinfectant,http://www.getingegroup.com,
http://www.wikidata.org/entity/Q1337797,office supply,https://www.officedepot.com/,
http://www.wikidata.org/entity/Q1339055,,http://www.colesgroup.com.au,
http://www.wikidata.org/entity/Q1339055,,https://financialservices.coles.com.au/,
http://www.wikidata.org/entity/Q1339621,,http://www.ems-group.com/,
http://www.wikidata.org/entity/Q1339621,,http://www.emschem.com,
http://www.wikidata.org/entity/Q1339966,,https://www.enbridge.com/,
http://www.wikidata.org/entity/Q1340361,retail banking,http://www.sbi.co.in,
http://www.wikidata.org/entity/Q1340408,,http://www.ch.com,
http://www.wikidata.org/entity/Q1341068,,https://www.enea.pl,
http://www.wikidata.org/entity/Q1341174,,http://www.emp.id,mailto:corsec@emp.id
http://www.wikidata.org/entity/Q1341174,,http://www.energi-mp.com/,mailto:corsec@emp.id
http://www.wikidata.org/entity/Q1341222,,http://www.edp.pt/,
http://www.wikidata.org/entity/Q1341261,,http://www.energiedienst.de/,
http://www.wikidata.org/entity/Q1341306,,http://www.energiekontor.de,
http://www.wikidata.org/entity/Q1341530,,http://www.energoinvest.com/,
http://www.wikidata.org/entity/Q1341538,,http://www.energoprojekt.rs,
http://www.wikidata.org/entity/Q1341588,,http://www.enersys.com,
http://www.wikidata.org/entity/Q1341590,petroleum,http://www.enerplus.com/,
http://www.wikidata.org/entity/Q1342041,,http://www.lamresearch.com/,
http://www.wikidata.org/entity/Q1342350,clothing,http://www.tods.com,
http://www.wikidata.org/entity/Q1342350,clothing,http://www.todsgroup.com,
http://www.wikidata.org/entity/Q1343045,bus,http://www.ikco.ir,
http://www.wikidata.org/entity/Q1343045,truck,http://www.ikco.ir,
http://www.wikidata.org/entity/Q1343045,passenger car,http://www.ikco.ir,
http://www.wikidata.org/entity/Q1344587,,http://www.entergy.com/,
http://www.wikidata.org/entity/Q1344680,,http://www.enterpriseinns.com,
http://www.wikidata.org/entity/Q1344736,,https://entertainmentone.com/,
http://www.wikidata.org/entity/Q1345441,,http://www.sasgroup.net/,
http://www.wikidata.org/entity/Q1345877,,http://www.envio-group.de/,
http://www.wikidata.org/entity/Q1345971,newspaper,http://www.gannett.com/,
http://www.wikidata.org/entity/Q1346450,,http://www.phion.com/,
http://www.wikidata.org/entity/Q1347002,,http://www.epigenomics.com/,
http://www.wikidata.org/entity/Q1347427,,http://www.saltus.de,
http://www.wikidata.org/entity/Q1347782,integrated circuit,http://www.marvell.com/,
http://www.wikidata.org/entity/Q1347817,,http://www.equinet-ag.de/,
http://www.wikidata.org/entity/Q1348664,,,
http://www.wikidata.org/entity/Q1350039,,http://www.tecis.de,
http://www.wikidata.org/entity/Q1351484,,https://www.tel.co.jp/,
http://www.wikidata.org/entity/Q1351484,,https://www.tel.com/,
http://www.wikidata.org/entity/Q1352022,newspaper,http://www.postmedia.com/,
http://www.wikidata.org/entity/Q1352708,,http://www.saputo.com,
http://www.wikidata.org/entity/Q1353939,,https://www.etsy.com/,
http://www.wikidata.org/entity/Q1356034,writing implement,https://www.pilot.co.jp/,
http://www.wikidata.org/entity/Q1356666,,http://www.brands.kz,
http://www.wikidata.org/entity/Q27065,in-flight entertainment,http://www.gogoair.com/,
http://www.wikidata.org/entity/Q27074,sports car,https://www.astonmartinlagonda.com/,
http://www.wikidata.org/entity/Q27511,truck,http://www.daihatsu.co.jp/,
http://www.wikidata.org/entity/Q27511,Kei car,http://www.daihatsu.co.jp/,
http://www.wikidata.org/entity/Q27530,van,https://www.daimler.com/,mailto:dialog@daimler.com
http://www.wikidata.org/entity/Q27530,passenger car,https://www.daimler.com/,mailto:dialog@daimler.com
http://www.wikidata.org/entity/Q27597,motor car,http://www.fiat.com/,
http://www.wikidata.org/entity/Q27893,,http://www.arcelormittal.com/,
http://www.wikidata.org/entity/Q28255,software,http://www.cdv.de,
http://www.wikidata.org/entity/Q29366,motor vehicle,http://www.changan.com.cn/,
http://www.wikidata.org/entity/Q29739,,http://www.navistar.com,
http://www.wikidata.org/entity/Q30378,truck,https://kamaz.ru/en/,
http://www.wikidata.org/entity/Q30850,,https://top.meitetsu.co.jp/,
http://www.wikidata.org/entity/Q30850,,https://www.meitetsu.co.jp/chs,
http://www.wikidata.org/entity/Q30850,,https://www.meitetsu.co.jp/cht,
http://www.wikidata.org/entity/Q30850,,https://www.meitetsu.co.jp/eng,
http://www.wikidata.org/entity/Q30850,,https://www.meitetsu.co.jp/kor,
http://www.wikidata.org/entity/Q30850,,https://www.meitetsu.co.jp/por,
http://www.wikidata.org/entity/Q30850,,https://www.meitetsu.co.jp/tha,
http://www.wikidata.org/entity/Q30873,computer keyboard,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,laptop,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,motherboard,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,sound card,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,computer monitor,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,software,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,mouse,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,smartphone,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,server,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,desktop computer,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,peripheral,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,networking hardware,https://www.dell.com/,
http://www.wikidata.org/entity/Q30873,data storage,https://www.dell.com/,
http://www.wikidata.org/entity/Q32141,,https://www.cathaypacific.com,
http://www.wikidata.org/entity/Q32245,,http://www.singaporeair.com/en_UK/gb/home,
http://www.wikidata.org/entity/Q32245,,https://www.singaporeair.com/,
http://www.wikidata.org/entity/Q32396,,https://www.aa.com,
http://www.wikidata.org/entity/Q32491,,https://www.qantas.com,
http://www.wikidata.org/entity/Q35339,,https://www.wwe.com/,
http://www.wikidata.org/entity/Q35476,software,http://www.att.com,
http://www.wikidata.org/entity/Q35476,mobile phone,http://www.att.com,
http://www.wikidata.org/entity/Q35476,broadband,http://www.att.com,
http://www.wikidata.org/entity/Q35476,digital television,http://www.att.com,
http://www.wikidata.org/entity/Q35476,satellite television,http://www.att.com,
http://www.wikidata.org/entity/Q35476,landline telephone,http://www.att.com,
http://www.wikidata.org/entity/Q35476,broadband Internet access,http://www.att.com,
http://www.wikidata.org/entity/Q35953,truck,http://www.man.eu/,
http://www.wikidata.org/entity/Q35996,truck,https://www.mazda.com/,
http://www.wikidata.org/entity/Q35996,passenger car,https://www.mazda.com/,
http://www.wikidata.org/entity/Q36033,motor car,http://www.mitsubishi-motors.com/,
http://www.wikidata.org/entity/Q37156,computer hardware,https://www.ibm.com/,
http://www.wikidata.org/entity/Q37156,software,https://www.ibm.com/,
http://www.wikidata.org/entity/Q37156,data center,https://www.ibm.com/,
http://www.wikidata.org/entity/Q37156,direct-access storage device,https://www.ibm.com/,
http://www.wikidata.org/entity/Q37156,Unit record equipment,https://www.ibm.com/,
http://www.wikidata.org/entity/Q37158,coffee,https://www.starbucks.com,
http://www.wikidata.org/entity/Q37158,Frappuccino,https://www.starbucks.com,
http://www.wikidata.org/entity/Q38076,Chicken McNuggets,https://www.mcdonalds.com/us/en-us.html,
http://www.wikidata.org/entity/Q38076,Big Mac,https://www.mcdonalds.com/us/en-us.html,
http://www.wikidata.org/entity/Q38076,Quarter Pounder,https://www.mcdonalds.com/us/en-us.html,
http://www.wikidata.org/entity/Q38076,Filet-O-Fish,https://www.mcdonalds.com/us/en-us.html,
http://www.wikidata.org/entity/Q38076,Sausage McMuffin with Egg,https://www.mcdonalds.com/us/en-us.html,
http://www.wikidata.org/entity/Q38676,,http://www.agnico-eagle.com/,
http://www.wikidata.org/entity/Q38928,finance,https://www.pnc.com/,
http://www.wikidata.org/entity/Q38960,,http://bank.ecitic.com/,
http://www.wikidata.org/entity/Q39146,,http://www.bankofbeijing.com.cn/,
http://www.wikidata.org/entity/Q39586,,http://www.talvivaara.com/,
http://www.wikidata.org/entity/Q40650,petroleum,https://www.imperialoil.ca/en-ca/,
http://www.wikidata.org/entity/Q41187,computer hardware,https://www.sony.com,
http://www.wikidata.org/entity/Q41187,software,https://www.sony.com,
http://www.wikidata.org/entity/Q41187,video game,https://www.sony.com,
http://www.wikidata.org/entity/Q41187,semiconductor,https://www.sony.com,
http://www.wikidata.org/entity/Q41187,consumer electronics,https://www.sony.com,
http://www.wikidata.org/entity/Q41187,communication device,https://www.sony.com,
http://www.wikidata.org/entity/Q44294,truck,https://www.ford.com,
http://www.wikidata.org/entity/Q44294,passenger car,https://www.ford.com,
http://www.wikidata.org/entity/Q44504,textile,https://www.inditex.com/,
http://www.wikidata.org/entity/Q44868,,http://www.baiyunairport.com,
http://www.wikidata.org/entity/Q45557,machine,http://www.flsmidth.com,
http://www.wikidata.org/entity/Q45568,financial services,http://www.unicreditgroup.eu,
http://www.wikidata.org/entity/Q45576,enzyme,http://www.novozymes.com,
http://www.wikidata.org/entity/Q45600,software,http://www.bitstream.com/,
http://www.wikidata.org/entity/Q45700,video game,https://www.konami.com/,
http://www.wikidata.org/entity/Q45700,slot machine,https://www.konami.com/,
http://www.wikidata.org/entity/Q45700,card game,https://www.konami.com/,
http://www.wikidata.org/entity/Q45700,arcade game machine,https://www.konami.com/,
http://www.wikidata.org/entity/Q45700,model car,https://www.konami.com/,
http://www.wikidata.org/entity/Q46063,,http://www.cygs.com/,
http://www.wikidata.org/entity/Q46065,,,
http://www.wikidata.org/entity/Q46730,,https://www.gruppomps.it/,
http://www.wikidata.org/entity/Q46974,,http://cpr.ca/,
http://www.wikidata.org/entity/Q47099,television,http://www.televisa.com/,
http://www.wikidata.org/entity/Q48754,,http://www.ppg.com/,
http://www.wikidata.org/entity/Q48755,,https://www.rpminc.com/,
http://www.wikidata.org/entity/Q48822,,http://valsparglobal.com,
http://www.wikidata.org/entity/Q48872,,http://eaton.com,
http://www.wikidata.org/entity/Q48881,,https://www.sherwin-williams.com/,
http://www.wikidata.org/entity/Q173941,Apex Legends,https://www.ea.com,
http://www.wikidata.org/entity/Q174198,,https://www.gartner.com/,
http://www.wikidata.org/entity/Q174310,,http://www.nordstrom.com,
http://www.wikidata.org/entity/Q20718,consumer electronics,http://samsung.com,
http://www.wikidata.org/entity/Q21077,,http://wmg.com,
http://www.wikidata.org/entity/Q160746,drinking water,http://www.nestle.com,
http://www.wikidata.org/entity/Q160746,coffee,http://www.nestle.com,
http://www.wikidata.org/entity/Q160746,ice cream,http://www.nestle.com,
http://www.wikidata.org/entity/Q160746,confection,http://www.nestle.com,
http://www.wikidata.org/entity/Q161086,,https://www.jetblue.com/,
http://www.wikidata.org/entity/Q161140,alcoholic beverage,http://www.diageo.com,
http://www.wikidata.org/entity/Q161833,camera,https://www.leica-camera.com,
http://www.wikidata.org/entity/Q161833,binoculars,https://www.leica-camera.com,
http://www.wikidata.org/entity/Q161833,rangefinder,https://www.leica-camera.com,
http://www.wikidata.org/entity/Q161833,optical instrument,https://www.leica-camera.com,
http://www.wikidata.org/entity/Q162345,television,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162345,software,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162345,mobile phone,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162345,smartphone,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162345,tablet computer,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162345,home appliance,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162345,smartwatch,http://www.lge.co.kr/,
http://www.wikidata.org/entity/Q162852,,https://www.surveymonkey.com/,
http://www.wikidata.org/entity/Q163241,tire,https://www.continental-corporation.com/en,
http://www.wikidata.org/entity/Q163560,magazine,http://www.axelspringer.de,
http://www.wikidata.org/entity/Q163566,industrial robot,https://www.kuka.com/,
http://www.wikidata.org/entity/Q163810,truck,http://www.volvogroup.com,
http://www.wikidata.org/entity/Q164740,software,http://www.fujifilm.co.jp/,
http://www.wikidata.org/entity/Q165684,landline telephone,http://www.rogers.com,
http://www.wikidata.org/entity/Q165858,Evolved HSPA,https://www.telus.com,
http://www.wikidata.org/entity/Q166621,credit card,http://www.mizuho-fg.co.jp/,
http://www.wikidata.org/entity/Q166621,credit card,https://www.mizuho-fg.com/index.html,
http://www.wikidata.org/entity/Q324901,software,http://de.transcend-info.com,
http://www.wikidata.org/entity/Q324901,computer memory,http://de.transcend-info.com,
http://www.wikidata.org/entity/Q324901,software,https://fr.transcend-info.com/,
http://www.wikidata.org/entity/Q324901,computer memory,https://fr.transcend-info.com/,
http://www.wikidata.org/entity/Q324901,software,https://us.transcend-info.com/,
http://www.wikidata.org/entity/Q324901,computer memory,https://us.transcend-info.com/,
http://www.wikidata.org/entity/Q325789,financial services,http://www.jefferies.com,
http://www.wikidata.org/entity/Q326345,natural gas,https://www.dei.gr/el,
http://www.wikidata.org/entity/Q326345,electrical energy,https://www.dei.gr/el,
http://www.wikidata.org/entity/Q326345,natural gas,https://www.dei.gr/en,
http://www.wikidata.org/entity/Q326345,electrical energy,https://www.dei.gr/en,
http://www.wikidata.org/entity/Q326700,,https://www.nsg.co.jp/,
http://www.wikidata.org/entity/Q327247,clothing,https://www.asics.com/us/en-us/,
http://www.wikidata.org/entity/Q327247,footwear,https://www.asics.com/us/en-us/,
http://www.wikidata.org/entity/Q327247,sports equipment,https://www.asics.com/us/en-us/,
http://www.wikidata.org/entity/Q327247,sneakers,https://www.asics.com/us/en-us/,
http://www.wikidata.org/entity/Q327429,power station,http://www.wartsila.com,
http://www.wikidata.org/entity/Q327429,marine propulsion,http://www.wartsila.com,
http://www.wikidata.org/entity/Q327646,natural gas,http://www.enron.com/,
http://www.wikidata.org/entity/Q327751,coffee,https://www.kraftheinzcompany.com/,
http://www.wikidata.org/entity/Q328249,,http://www.envitec-biogas.de/,
http://www.wikidata.org/entity/Q328840,credit card,http://www.visa.com/,
http://www.wikidata.org/entity/Q329347,petroleum,https://www.lukoil.com,
http://www.wikidata.org/entity/Q329347,natural gas,https://www.lukoil.com,
http://www.wikidata.org/entity/Q329347,petroleum product,https://www.lukoil.com,
http://www.wikidata.org/entity/Q1045842,cheesecake,http://www.thecheesecakefactory.com/,
http://www.wikidata.org/entity/Q1046186,,http://www.halykbank.kz,
http://www.wikidata.org/entity/Q1046482,software,http://www.xilinx.com/,
http://www.wikidata.org/entity/Q1046951,,https://www.target.com,
http://www.wikidata.org/entity/Q1047273,,http://www.cashlife.de/,
http://www.wikidata.org/entity/Q1049080,router,http://www.juniper.net/company,
http://www.wikidata.org/entity/Q1049080,switch,http://www.juniper.net/company,
http://www.wikidata.org/entity/Q1049080,networking hardware,http://www.juniper.net/company,
http://www.wikidata.org/entity/Q1049080,business software,http://www.juniper.net/company,
http://www.wikidata.org/entity/Q1049080,computer security,http://www.juniper.net/company,
http://www.wikidata.org/entity/Q1049624,,http://www.shengjingbank.com.cn,
http://www.wikidata.org/entity/Q1049674,,http://www.hrbcb.com.cn,
http://www.wikidata.org/entity/Q1052186,stock photography,http://www.cewe.de/,
http://www.wikidata.org/entity/Q1052675,,http://www.cegedim.fr,
http://www.wikidata.org/entity/Q1052684,,http://www.cegid.com,
http://www.wikidata.org/entity/Q1053299,cement,http://www.crh.com,
http://www.wikidata.org/entity/Q1053348,cement,http://www.cemex.com/,
http://www.wikidata.org/entity/Q1053369,,http://www.cmsa.ch,
http://www.wikidata.org/entity/Q1053372,hypermarket,http://www.cencosud.com/,
http://www.wikidata.org/entity/Q1053389,,http://www.cenit.de/,
http://www.wikidata.org/entity/Q1053422,oil,http://www.cenovus.com,
http://www.wikidata.org/entity/Q1053560,electricity,http://www.centerpointenergy.com/,
http://www.wikidata.org/entity/Q1053610,,https://www.almamedia.fi/,
http://www.wikidata.org/entity/Q1053687,,http://www.cac.kz,
http://www.wikidata.org/entity/Q1053787,outline of television broadcasting,http://www.cetv-net.com,
http://www.wikidata.org/entity/Q1054107,,http://www.ckw.ch/,
http://www.wikidata.org/entity/Q1054327,,http://www.vicinity.com.au,
http://www.wikidata.org/entity/Q1054364,,http://www.centrosolar.de/,
http://www.wikidata.org/entity/Q1054506,,http://www.ceotronics.com,
http://www.wikidata.org/entity/Q1054765,,http://shoten.kadokawa.co.jp/,
http://www.wikidata.org/entity/Q1054787,,http://www.ntt.co.jp/,
http://www.wikidata.org/entity/Q1054787,,http://www.ntt.jp,
http://www.wikidata.org/entity/Q1054844,video game,http://www.taito.co.jp,
http://www.wikidata.org/entity/Q1055390,health informatics,http://www.cerner.com/,
http://www.wikidata.org/entity/Q1056204,,http://www.cersanit.com.pl/,
http://www.wikidata.org/entity/Q1056637,list of products manufactured by The Hershey Company,https://www.thehersheycompany.com/en_us/home.html,
http://www.wikidata.org/entity/Q1056839,satellite television,https://ATT.com/es-us/shop/tv/spanish-packages.html,
http://www.wikidata.org/entity/Q1056839,satellite television,https://DirecTV.com,
http://www.wikidata.org/entity/Q1057110,,https://book.goindigo.in,
http://www.wikidata.org/entity/Q1057464,hotel,https://www.hilton.com,
http://www.wikidata.org/entity/Q1058722,hamburger,http://shakeshack.com,
http://www.wikidata.org/entity/Q1059770,,http://www.westjet.com,
http://www.wikidata.org/entity/Q1060342,,http://www.cham-group.com/,
http://www.wikidata.org/entity/Q1060378,,http://www.odfjell.com/,
http://www.wikidata.org/entity/Q1061903,,https://www.livenationentertainment.com/,
http://www.wikidata.org/entity/Q1064887,,https://www.walmartmexico.com/,
http://www.wikidata.org/entity/Q1064900,,https://corp.asahi.co.jp/,
http://www.wikidata.org/entity/Q1065090,semiconductor,http://www.intersil.com,
http://www.wikidata.org/entity/Q1065539,motor car,http://www.jmc.com.cn,
http://www.wikidata.org/entity/Q1065835,,http://www.utair.ru,
http://www.wikidata.org/entity/Q1066018,,http://www.toei.co.jp/,
http://www.wikidata.org/entity/Q1066028,,https://www.schwab.com/,
http://www.wikidata.org/entity/Q1066326,,https://charles-voegele.com/,
http://www.wikidata.org/entity/Q1066620,software,https://www.altium.com/,
http://www.wikidata.org/entity/Q1066620,Altium Designer,https://www.altium.com/,
http://www.wikidata.org/entity/Q1066858,jewelry,https://www.tiffany.com/,
http://www.wikidata.org/entity/Q1067998,,http://www.cirrus.com,
http://www.wikidata.org/entity/Q1068485,,http://www.chinaunicom.com/,
http://www.wikidata.org/entity/Q1069924,,http://www.zipcar.com,
http://www.wikidata.org/entity/Q1071712,,http://www.chibabank.co.jp,
http://www.wikidata.org/entity/Q1071853,,http://www.cboe.com/,
http://www.wikidata.org/entity/Q1072571,,http://www.chxz.com/,
http://www.wikidata.org/entity/Q1072615,,https://www.ishares.com,
http://www.wikidata.org/entity/Q1073236,,http://en.ccccltd.cn/,
http://www.wikidata.org/entity/Q1073240,,http://www.chinacoalenergy.com/,
http://www.wikidata.org/entity/Q1073291,,http://www.cimc.com/,
http://www.wikidata.org/entity/Q1073306,,http://www.chinalife.com.cn/,
http://www.wikidata.org/entity/Q1073327,,http://www.cmbchina.com/,
http://www.wikidata.org/entity/Q1073463,,http://www.coli.com.hk/,
http://www.wikidata.org/entity/Q1073482,rail transport,http://www.crcc.cn,
http://www.wikidata.org/entity/Q1073502,,http://www.chinasonangol.com/eng/index.asp,
http://www.wikidata.org/entity/Q1073509,coal,http://www.csec.com/,
http://www.wikidata.org/entity/Q1073540,,http://cwclient.vnet.cn/cwclient/default.htm,
http://www.wikidata.org/entity/Q1073540,,http://www.189.cn/,
http://www.wikidata.org/entity/Q1073540,,http://www.chinatelecom.com.cn/,
http://www.wikidata.org/entity/Q1073540,,https://www.1888.com.mo/home/index,
http://www.wikidata.org/entity/Q1075788,,http://www.choicehotels.com,
http://www.wikidata.org/entity/Q1076089,,http://www.morinaga.co.jp/,
http://www.wikidata.org/entity/Q1076645,holiday village,http://www.clubmed.com,
http://www.wikidata.org/entity/Q1083470,,http://www.echelon.com/,
http://www.wikidata.org/entity/Q1087980,,http://www.ds-pharma.co.jp/,
http://www.wikidata.org/entity/Q1089060,,http://www.chubb.com/,
http://www.wikidata.org/entity/Q1090900,wind turbine,http://www.goldwindglobal.com,
http://www.wikidata.org/entity/Q1091203,natural gas,https://www.chuden.co.jp/,
http://www.wikidata.org/entity/Q1091682,,http://www.cicor.com/,
http://www.wikidata.org/entity/Q1091783,networking hardware,http://www.ciena.com,
http://www.wikidata.org/entity/Q1092571,,http://www.cintas.com/,
http://www.wikidata.org/entity/Q1096013,integrated circuit,http://www.fairchildsemi.com,
http://www.wikidata.org/entity/Q1096390,,https://www.yamada-denki.jp/,
http://www.wikidata.org/entity/Q1100868,laptop,http://www.clevo.com.tw/,
