business,googlenewsLabel,bbcnewsLabel,stockexchangeLabel,libofcongressLabel
http://www.wikidata.org/entity/Q7581369,,,NASDAQ,
http://www.wikidata.org/entity/Q7581990,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7586637,,,Korea Stock Exchange,
http://www.wikidata.org/entity/Q7588412,,,London Stock Exchange,
http://www.wikidata.org/entity/Q7588412,,,OTC Markets Group,
http://www.wikidata.org/entity/Q7588561,,,New York Stock Exchange,n2003118705
http://www.wikidata.org/entity/Q7590772,,,London Stock Exchange,nb2017010647
http://www.wikidata.org/entity/Q7596814,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7597506,,,NASDAQ,
http://www.wikidata.org/entity/Q7597518,,,New York Stock Exchange,no2002116398
http://www.wikidata.org/entity/Q7598157,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7598199,,,Nepal Stock Exchange,
http://www.wikidata.org/entity/Q7598287,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7598289,,,NASDAQ,
http://www.wikidata.org/entity/Q7598298,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7603071,,,,no91008984
http://www.wikidata.org/entity/Q7605667,,,NASDAQ,
http://www.wikidata.org/entity/Q7606770,,,NASDAQ,n2004093018
http://www.wikidata.org/entity/Q7611370,,,NASDAQ,
http://www.wikidata.org/entity/Q7611500,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7615782,,,NASDAQ,
http://www.wikidata.org/entity/Q7615829,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7616390,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7617297,,,New York Stock Exchange,no90025618
http://www.wikidata.org/entity/Q7617297,,,Toronto Stock Exchange,no90025618
http://www.wikidata.org/entity/Q7622587,,,NASDAQ,n2004014340
http://www.wikidata.org/entity/Q7627777,,,NASDAQ,
http://www.wikidata.org/entity/Q7627777,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7635930,,,B3,
http://www.wikidata.org/entity/Q7638121,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7638153,,,NASDAQ,
http://www.wikidata.org/entity/Q7638153,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7638158,,,NASDAQ,
http://www.wikidata.org/entity/Q7638250,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7638341,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7638414,,,NASDAQ,
http://www.wikidata.org/entity/Q7639364,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q12218558,,,Tadawul,
http://www.wikidata.org/entity/Q12218559,,,Tadawul,
http://www.wikidata.org/entity/Q12474503,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474504,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474507,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474512,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474517,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474534,,,Indonesia Stock Exchange,no2015119223
http://www.wikidata.org/entity/Q12474535,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474538,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474541,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12474544,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12475962,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12476065,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12477510,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12479285,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12479369,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12481188,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12482203,,,Indonesia Stock Exchange,nr2002009288
http://www.wikidata.org/entity/Q12482205,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12482376,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12482517,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12482649,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12485604,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12485882,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486444,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486449,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486481,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486484,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486501,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486682,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486708,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12486712,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12487020,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12487405,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12487413,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12487756,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12488256,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12488306,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12490239,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12493725,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12493870,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12493969,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12494107,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12494978,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12494979,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12494988,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12495906,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12496388,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12497654,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12498536,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12498651,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12498652,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12499453,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12502389,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12502415,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12502751,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12502754,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12504206,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12505435,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12506064,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12506402,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12508503,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12508625,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12508743,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12511916,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12512951,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12513438,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12514216,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12514359,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12514598,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12515145,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12515931,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12516031,,,,
http://www.wikidata.org/entity/Q12516371,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12517648,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12517654,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12518032,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12518044,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12518092,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12518175,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12518183,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12518186,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12520372,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12521253,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q12521435,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12521632,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12521671,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12522164,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12522322,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12522352,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12522712,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12523252,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12523713,,,Indonesia Stock Exchange,
http://www.wikidata.org/entity/Q12569085,,,,
http://www.wikidata.org/entity/Q12580758,,,Korea Stock Exchange,
http://www.wikidata.org/entity/Q12580769,,,KOSDAQ,
http://www.wikidata.org/entity/Q12580820,,,KOSDAQ,
http://www.wikidata.org/entity/Q12580823,,,Korea Stock Exchange,
http://www.wikidata.org/entity/Q12580836,,,Korea Stock Exchange,
http://www.wikidata.org/entity/Q12580892,,,Korea Stock Exchange,
http://www.wikidata.org/entity/Q12581039,,,KOSDAQ,
http://www.wikidata.org/entity/Q15942383,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15942613,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15942781,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15942784,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15942802,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15942968,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15943417,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15944480,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15944611,,,OTC Markets Group,
http://www.wikidata.org/entity/Q15944618,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15944687,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15944945,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15945041,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15945880,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15946737,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15950184,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15950225,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15950449,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15951039,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951096,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951144,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951354,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951561,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951844,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951944,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15951982,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15952007,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15952400,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15952703,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15952707,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15952752,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15952752,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15952760,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15952959,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15953259,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15953403,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15953505,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15953507,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15953622,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15953646,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15954067,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954098,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15954177,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15954225,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954245,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954390,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954415,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15954586,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954653,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954659,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954692,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15954750,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954752,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15954861,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955035,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955048,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15955067,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955109,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955117,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955292,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955294,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955299,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955351,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955460,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955538,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955660,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955674,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955718,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955736,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955783,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955859,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955877,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15955940,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955944,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15955982,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956006,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956097,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956108,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956167,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956207,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956241,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956274,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956351,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956358,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956367,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15956407,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956485,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956508,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956590,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956623,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956629,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956642,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956690,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15956832,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q15956841,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q15956897,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q15964713,,,NASDAQ,
http://www.wikidata.org/entity/Q15964806,,,NASDAQ,
http://www.wikidata.org/entity/Q15966341,,,Warsaw Stock Exchange,
http://www.wikidata.org/entity/Q15966341,,,Bratislava Stock Exchange,
http://www.wikidata.org/entity/Q7662428,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7662493,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7662636,,,NASDAQ,
http://www.wikidata.org/entity/Q7662679,,,NASDAQ,
http://www.wikidata.org/entity/Q7662796,,,London Stock Exchange,
http://www.wikidata.org/entity/Q7663566,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q7663801,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7668516,,,NASDAQ,
http://www.wikidata.org/entity/Q7669085,,,B3,
http://www.wikidata.org/entity/Q7669310,,,National Stock Exchange of India,
http://www.wikidata.org/entity/Q7669439,,,NASDAQ,
http://www.wikidata.org/entity/Q7669688,,,NASDAQ,nr94015153
http://www.wikidata.org/entity/Q7669886,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7669940,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7670476,,,London Stock Exchange,nb2006019219
http://www.wikidata.org/entity/Q7671003,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7671152,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q7671766,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7671950,,,NASDAQ,
http://www.wikidata.org/entity/Q7671964,,,Oslo Stock Exchange,
http://www.wikidata.org/entity/Q7672563,,,NASDAQ,
http://www.wikidata.org/entity/Q7672614,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q7673435,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7674768,,,,
http://www.wikidata.org/entity/Q7675621,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7675621,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7677258,,,Tokyo Stock Exchange,
http://www.wikidata.org/entity/Q7679213,,,NASDAQ,
http://www.wikidata.org/entity/Q7680886,,,NASDAQ,
http://www.wikidata.org/entity/Q7682888,,,New York Stock Exchange,n96029738
http://www.wikidata.org/entity/Q7685824,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7685835,,,NASDAQ,
http://www.wikidata.org/entity/Q7687130,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7687626,,,,
http://www.wikidata.org/entity/Q7688473,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q7688650,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7690075,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7692121,,,NASDAQ,
http://www.wikidata.org/entity/Q7692144,,,NASDAQ,
http://www.wikidata.org/entity/Q7692548,,,Australian Securities Exchange,
http://www.wikidata.org/entity/Q7692916,,,NASDAQ,
http://www.wikidata.org/entity/Q7695198,,,Tehran Stock Exchange,no2010100685
http://www.wikidata.org/entity/Q7695260,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7695732,,,NASDAQ,
http://www.wikidata.org/entity/Q7695737,,,NASDAQ,
http://www.wikidata.org/entity/Q7695821,,,London Stock Exchange,
http://www.wikidata.org/entity/Q7696127,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7696143,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7696488,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7698569,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7701490,,,NASDAQ,
http://www.wikidata.org/entity/Q7701648,,,NASDAQ,
http://www.wikidata.org/entity/Q7705443,,,London Stock Exchange,
http://www.wikidata.org/entity/Q7705659,,,NASDAQ,
http://www.wikidata.org/entity/Q7706196,,,NASDAQ,
http://www.wikidata.org/entity/Q7707900,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7707945,,,NASDAQ,
http://www.wikidata.org/entity/Q7711620,,,NASDAQ,
http://www.wikidata.org/entity/Q7711653,,,OTC Markets Group,
http://www.wikidata.org/entity/Q7711656,,,NASDAQ,no2010188404
http://www.wikidata.org/entity/Q7712716,,,NASDAQ,no97077079
http://www.wikidata.org/entity/Q7713699,,,NASDAQ,
http://www.wikidata.org/entity/Q7719081,,,NASDAQ,
http://www.wikidata.org/entity/Q7720000,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7727445,,,New York Stock Exchange,n2014017945
http://www.wikidata.org/entity/Q7727656,,,New York Stock Exchange,no2003109693
http://www.wikidata.org/entity/Q7728168,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7730196,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7732369,,,Stock Exchange of Thailand,
http://www.wikidata.org/entity/Q7735265,,,NASDAQ,
http://www.wikidata.org/entity/Q7738224,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7742790,,,New York Stock Exchange,n87915175
http://www.wikidata.org/entity/Q7743510,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7744066,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7744883,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7752327,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7754361,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7756009,,,NASDAQ,
http://www.wikidata.org/entity/Q7756963,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7756963,,,NASDAQ,
http://www.wikidata.org/entity/Q7759417,,,London Stock Exchange,
http://www.wikidata.org/entity/Q7762363,,,Tadawul,
http://www.wikidata.org/entity/Q7772938,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7776719,,,NASDAQ,n2003082092
http://www.wikidata.org/entity/Q7786824,,,New York Stock Exchange,no97029774
http://www.wikidata.org/entity/Q7793308,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7795716,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7795716,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7796068,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q7796156,,,NASDAQ,
http://www.wikidata.org/entity/Q7799971,,,NASDAQ,
http://www.wikidata.org/entity/Q7800174,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7800194,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7800206,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q7800211,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q7800873,,,New York Stock Exchange,n82052555
http://www.wikidata.org/entity/Q7801348,,,NASDAQ,
http://www.wikidata.org/entity/Q7801459,,,Toronto Stock Exchange,
http://www.wikidata.org/entity/Q7801745,,,Tadawul,
http://www.wikidata.org/entity/Q7802889,,,New York Stock Exchange,
http://www.wikidata.org/entity/Q10930530,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10931454,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10933396,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10933724,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10933729,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10934185,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10934223,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10934281,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q10934288,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10934290,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10935074,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q10935467,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10935480,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10935561,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10935611,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10935617,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10936381,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10936875,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10937052,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10937152,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10937810,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10938194,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10939116,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10939168,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q10939319,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10939372,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10939467,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10939573,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10939601,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10939602,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10939968,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10939968,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q10939970,,,Shanghai Stock Exchange,
http://www.wikidata.org/entity/Q10940050,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940359,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940475,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10940477,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940487,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10940578,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940654,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940661,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10940699,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940718,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940727,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940775,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10940853,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10940860,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10940957,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10941012,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10941013,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10941294,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10941430,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10941442,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10941716,,,Shenzhen Stock Exchange,
http://www.wikidata.org/entity/Q10941717,,,,
http://www.wikidata.org/entity/Q10941723,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10941820,,,Hong Kong Stock Exchange,
http://www.wikidata.org/entity/Q10941824,,,Hong Kong Stock Exchange,
