business,businessLabel,officialnameLabel,shortnameLabel,locationLabel,countryLabel
http://www.wikidata.org/entity/Q4672315,BIOVIA,,,,United States of America
http://www.wikidata.org/entity/Q4672868,R1 RCM,R1 RCM,,,United States of America
http://www.wikidata.org/entity/Q4672920,Accuride Corporation,,,,
http://www.wikidata.org/entity/Q4674399,Acme Packet,,,,
http://www.wikidata.org/entity/Q4674469,Acom,,,,Japan
http://www.wikidata.org/entity/Q4674531,Acorda Therapeutics,,,,United States of America
http://www.wikidata.org/entity/Q4674547,Acorn Energy,,,,
http://www.wikidata.org/entity/Q4674790,Acquity Group,,,,United States of America
http://www.wikidata.org/entity/Q4677436,Actions Semiconductor,,,,
http://www.wikidata.org/entity/Q4677840,Actuant,,,,United States of America
http://www.wikidata.org/entity/Q4677870,Acuity Brands,,,,
http://www.wikidata.org/entity/Q4680345,Adams Express Company,,,,
http://www.wikidata.org/entity/Q4680354,Adams Golf,,,,
http://www.wikidata.org/entity/Q4680951,Adcock Ingram,,,,South Africa
http://www.wikidata.org/entity/Q4681680,Adelaide Brighton Cement,,,,Australia
http://www.wikidata.org/entity/Q4682079,Adelphia Communications Corporation,,,,United States of America
http://www.wikidata.org/entity/Q4686044,Advance America,,,,
http://www.wikidata.org/entity/Q4686051,Advance Auto Parts,,,,United States of America
http://www.wikidata.org/entity/Q4686143,HNA Technology Investments Holdings Limited,,,,People's Republic of China
http://www.wikidata.org/entity/Q4686194,Advanced Energy,,,,
http://www.wikidata.org/entity/Q4686414,Advantage Oil & Gas,,,,
http://www.wikidata.org/entity/Q4686419,Advaxis,,,,United States of America
http://www.wikidata.org/entity/Q4686442,Advent Software,,,,United States of America
http://www.wikidata.org/entity/Q4686934,Adyen,,,,Netherlands
http://www.wikidata.org/entity/Q4687856,Aeolian Investment Fund S.A.,,,,Greece
http://www.wikidata.org/entity/Q4688254,Aeroflex,,,,
http://www.wikidata.org/entity/Q4688284,Aerohive Networks,,,,United States of America
http://www.wikidata.org/entity/Q4688714,Aethlon Medical,,,,United States of America
http://www.wikidata.org/entity/Q4688912,Astra International,Astra International Tbk,,,Indonesia
http://www.wikidata.org/entity/Q4690083,Africo Resources,,,,
http://www.wikidata.org/entity/Q4692116,Agenus,,,,United States of America
http://www.wikidata.org/entity/Q4692540,Agile Group Holdings Limited,,,,
http://www.wikidata.org/entity/Q4693991,Agriculture Development Bank Limited,,,,Nepal
http://www.wikidata.org/entity/Q4694192,Agriterra,,,,
http://www.wikidata.org/entity/Q4696808,Aiful,,,,
http://www.wikidata.org/entity/Q4698062,Air Lease,,,,United States of America
http://www.wikidata.org/entity/Q4698090,Air Methods,,,,
http://www.wikidata.org/entity/Q4698227,Air Transport Services Group,,,,United States of America
http://www.wikidata.org/entity/Q4699546,Ajanta Pharma,,,,
http://www.wikidata.org/entity/Q4700627,American Shipping Company,,,,Norway
http://www.wikidata.org/entity/Q4700636,Aker Seafoods,,,,
http://www.wikidata.org/entity/Q4705296,Alabama Power,,,,United States of America
http://www.wikidata.org/entity/Q4708382,"Alarm.com, Inc.",,,,
http://www.wikidata.org/entity/Q4708383,AlarmForce,,,,Canada
http://www.wikidata.org/entity/Q4708516,Alaska Communications,,,,United States of America
http://www.wikidata.org/entity/Q4713807,Aldila,,,,United States of America
http://www.wikidata.org/entity/Q4718099,Alexander's,,,,United States of America
http://www.wikidata.org/entity/Q4724292,Algoma Central,,,,Canada
http://www.wikidata.org/entity/Q4724337,Algonquin Power,,,,Canada
http://www.wikidata.org/entity/Q4725570,Aliansce Shopping Centers,,,,Brazil
http://www.wikidata.org/entity/Q4726659,Alimera Sciences,,,,
http://www.wikidata.org/entity/Q4727688,Alkermes,,,,Ireland
http://www.wikidata.org/entity/Q4732268,AllianceBernstein,,,,
http://www.wikidata.org/entity/Q4732492,Alliant Energy,,,,United States of America
http://www.wikidata.org/entity/Q4732553,Allied Bank Limited,,,Lahore,
http://www.wikidata.org/entity/Q4732707,Allis-Chalmers Energy,,,,
http://www.wikidata.org/entity/Q4733161,Allot Communications,,,,
http://www.wikidata.org/entity/Q4733274,Allscripts,,,,United States of America
http://www.wikidata.org/entity/Q4734781,Alpek,,,,Mexico
http://www.wikidata.org/entity/Q4735783,Alsea,,,,Mexico
http://www.wikidata.org/entity/Q4736257,Alteon WebSystems,,,,
http://www.wikidata.org/entity/Q4738898,AmRest,,,,
http://www.wikidata.org/entity/Q4738904,"AmTrust Financial Services, Inc.",,,,United States of America
http://www.wikidata.org/entity/Q4740289,Amarin Corporation,,,,United States of America
http://www.wikidata.org/entity/Q4741030,Ambarella Inc.,,,,
http://www.wikidata.org/entity/Q4741141,Ambassadors Group,,,Spokane,United States of America
http://www.wikidata.org/entity/Q4742045,Amcol International Corporation,,,,United States of America
http://www.wikidata.org/entity/Q4742102,Amedisys Home Health and Hospice Care,,,,United States of America
http://www.wikidata.org/entity/Q4742486,AmeriServ Financial,,,,United States of America
http://www.wikidata.org/entity/Q4742937,American Airlines Group,,,Fort Worth,United States of America
http://www.wikidata.org/entity/Q4743120,American Axle,,,,United States of America
http://www.wikidata.org/entity/Q4743275,American Campus Communities,,,,
http://www.wikidata.org/entity/Q4743289,American Capital,,,,United States of America
http://www.wikidata.org/entity/Q4743779,American Financial Group,"American Financial Group, Inc.",,,United States of America
http://www.wikidata.org/entity/Q4744566,American National Insurance Company,,,,United States of America
http://www.wikidata.org/entity/Q4744658,American Pathology Partners,,,,
http://www.wikidata.org/entity/Q4744822,American Reprographics Company,,,,
http://www.wikidata.org/entity/Q4744841,American River Bank,,,,United States of America
http://www.wikidata.org/entity/Q4744953,American Science and Engineering,,,,United States of America
http://www.wikidata.org/entity/Q4745263,American Tower Corporation,,,,
http://www.wikidata.org/entity/Q1881420,Moscow City Telephone Network,,,,
http://www.wikidata.org/entity/Q1881941,MTS Systems Corporation,,,Eden Prairie,Germany
http://www.wikidata.org/entity/Q1882061,MVV Energie,,,,Germany
http://www.wikidata.org/entity/Q1883954,Magellan Aerospace,,,,Canada
http://www.wikidata.org/entity/Q1884246,Granite Real Estate,,,,Canada
http://www.wikidata.org/entity/Q1884500,Magnitogorsk Iron and Steel Works,,,,Russia
http://www.wikidata.org/entity/Q1885099,Time Warner Cable,,,,United States of America
http://www.wikidata.org/entity/Q1885456,Mail.ru Group,,,,Russia
http://www.wikidata.org/entity/Q1885491,FactSet,,,,
http://www.wikidata.org/entity/Q1886126,Safran,,,,France
http://www.wikidata.org/entity/Q1886438,Makpetrol,,,,
http://www.wikidata.org/entity/Q1890217,Q1890217,,,,
http://www.wikidata.org/entity/Q1890462,Bell MTS,,,,Canada
http://www.wikidata.org/entity/Q1890548,Q1890548,,,,Germany
http://www.wikidata.org/entity/Q1890715,Mannheimer Versicherungen,,,,Germany
http://www.wikidata.org/entity/Q1895661,"Suning Appliance Group Co., Ltd.",,,,People's Republic of China
http://www.wikidata.org/entity/Q1902726,Marshall & Ilsley,,,,United States of America
http://www.wikidata.org/entity/Q1902785,Q1902785,,,,
http://www.wikidata.org/entity/Q1915049,McCormick & Company,,,,United States of America
http://www.wikidata.org/entity/Q1915079,McDermott International,,,,United States of America
http://www.wikidata.org/entity/Q1915579,Mechel,,,,Russia
http://www.wikidata.org/entity/Q1916295,Mediclin,,,,Germany
http://www.wikidata.org/entity/Q1916402,Pearson plc,,,,United Kingdom
http://www.wikidata.org/entity/Q1916497,Medisana,,,,Germany
http://www.wikidata.org/entity/Q1921489,Q1921489,,,,Germany
http://www.wikidata.org/entity/Q1921579,Meredith Corporation,,,,United States of America
http://www.wikidata.org/entity/Q1921855,Merkur Bank,,,,Germany
http://www.wikidata.org/entity/Q1922290,Mesa Air Group,,,,United States of America
http://www.wikidata.org/entity/Q1923795,Yuke's,,,,Japan
http://www.wikidata.org/entity/Q1925384,IDT Corporation,,,,
http://www.wikidata.org/entity/Q1926646,Miba (Austria),,,,Austria
http://www.wikidata.org/entity/Q1928814,PeopleSoft,,,,United States of America
http://www.wikidata.org/entity/Q1929466,WW International,,,,United States of America
http://www.wikidata.org/entity/Q1930860,OTC Markets Group,,,,United States of America
http://www.wikidata.org/entity/Q1931458,Micro Focus International,,,,United Kingdom
http://www.wikidata.org/entity/Q1931557,Micros Systems,,,,
http://www.wikidata.org/entity/Q1936579,Q1936579,,,,Germany
http://www.wikidata.org/entity/Q1937503,Terex,,,,United States of America
http://www.wikidata.org/entity/Q1938876,Stanley Gibbons,,,,
http://www.wikidata.org/entity/Q1939336,Misumi Group,,,,
http://www.wikidata.org/entity/Q1939537,Mitchells & Butlers,,,,United Kingdom
http://www.wikidata.org/entity/Q1943468,Molex,,,,United States of America
http://www.wikidata.org/entity/Q1944412,MoneyGram,,,,
http://www.wikidata.org/entity/Q1945295,Monster Beverage,,,,United States of America
http://www.wikidata.org/entity/Q1947611,Morgan Crucible,,,,United Kingdom
http://www.wikidata.org/entity/Q1949520,Mostostal Warszawa,,,,Poland
http://www.wikidata.org/entity/Q1951447,Mr. Wash,,,,Germany
http://www.wikidata.org/entity/Q1952314,Multi Bintang Indonesia,Multi Bintang Indonesia Tbk,,,Indonesia
http://www.wikidata.org/entity/Q1957521,Mitel,,,Ottawa,Canada
http://www.wikidata.org/entity/Q1957736,Q1957736,,,,
http://www.wikidata.org/entity/Q1961495,NSK Ltd.,,,Tokyo,Japan
http://www.wikidata.org/entity/Q1961658,NV Energy,,,Reno,
http://www.wikidata.org/entity/Q1961934,Nabaltec,,,,Germany
http://www.wikidata.org/entity/Q1962059,Nabors Industries,,,,
http://www.wikidata.org/entity/Q1963801,ИНТЕР РАО ЕЭС,,,,Russia
http://www.wikidata.org/entity/Q1964784,Prysmian,,,Milan,Italy
http://www.wikidata.org/entity/Q1965898,Naspers,,,,South Africa
http://www.wikidata.org/entity/Q1966372,Natco Pharma,,,,India
http://www.wikidata.org/entity/Q1967957,TGC-1,,ПАО «ТГК-1»,,
http://www.wikidata.org/entity/Q1969091,Oshkosh Corporation,,,,United States of America
http://www.wikidata.org/entity/Q1972087,Nautilus Minerals,,,,
http://www.wikidata.org/entity/Q1972867,Sumitomo Metal Industries,,,,
http://www.wikidata.org/entity/Q1973174,Q1973174,,,,
http://www.wikidata.org/entity/Q1974932,Stumbras,,,,
http://www.wikidata.org/entity/Q1975799,Penske Automotive Group,,,,United States of America
http://www.wikidata.org/entity/Q1977666,Paysafe Group,,,,
http://www.wikidata.org/entity/Q1979440,Neue Aargauer Bank,,,,Switzerland
http://www.wikidata.org/entity/Q1980998,Midwest Air Group,,,,
http://www.wikidata.org/entity/Q1982364,New-York Hamburger Gummi-Waaren Compagnie,,,,Germany
http://www.wikidata.org/entity/Q1983392,newave,,,,
http://www.wikidata.org/entity/Q1984481,NiSource,,,,
http://www.wikidata.org/entity/Q1988818,Q1988818,,,,
http://www.wikidata.org/entity/Q1993298,Nippon Express,,,,Japan
http://www.wikidata.org/entity/Q1993312,Nippon Paper Group,,,,
http://www.wikidata.org/entity/Q1994975,Ayala Corporation,,,Manila,Philippines
http://www.wikidata.org/entity/Q1998186,Lemminkäinen Group,,,,Finland
http://www.wikidata.org/entity/Q1998662,Nordson Corporation,,,,United States of America
http://www.wikidata.org/entity/Q2000174,Norsat,,,,
http://www.wikidata.org/entity/Q2000500,Partner Communications Company,,,,Israel
http://www.wikidata.org/entity/Q2003549,Axis Bank,,,,India
http://www.wikidata.org/entity/Q2003797,Bank of Baroda,,,Vadodara,India
http://www.wikidata.org/entity/Q2003999,Silicon Image,,,,
http://www.wikidata.org/entity/Q2004071,Genpact,,,,
http://www.wikidata.org/entity/Q2004423,FEI Company,,,,United States of America
http://www.wikidata.org/entity/Q2005282,Proximus,,,,Belgium
http://www.wikidata.org/entity/Q2005769,Polyus,,,,Russia
http://www.wikidata.org/entity/Q2006989,YPF,,,,Argentina
http://www.wikidata.org/entity/Q2007484,Oklahoma Gas & Electric,,,,
http://www.wikidata.org/entity/Q2007491,OGK-1,,,,
http://www.wikidata.org/entity/Q2008181,Q2008181,,,,
http://www.wikidata.org/entity/Q2009139,Oberbank,,,,Austria
http://www.wikidata.org/entity/Q2013357,Occidental Petroleum,,,,United States of America
http://www.wikidata.org/entity/Q2013404,Ocean Rig,,,,
http://www.wikidata.org/entity/Q2014391,Odeon Film,,,,Germany
http://www.wikidata.org/entity/Q2016854,Oil Search,,,,Papua New Guinea
http://www.wikidata.org/entity/Q2020019,TsUM,,,,Russia
http://www.wikidata.org/entity/Q2020649,Nordic Investment Bank,,,,Norway
http://www.wikidata.org/entity/Q2020649,Nordic Investment Bank,,,,Finland
http://www.wikidata.org/entity/Q2020649,Nordic Investment Bank,,,,Sweden
http://www.wikidata.org/entity/Q2020649,Nordic Investment Bank,,,,Denmark
http://www.wikidata.org/entity/Q5111816,Christopher & Banks,,,,United States of America
http://www.wikidata.org/entity/Q5114394,Chrysalis Group PLC,,,,United Kingdom
http://www.wikidata.org/entity/Q5116465,Univision Communications,,,Los Angeles,United States of America
http://www.wikidata.org/entity/Q5116536,Church & Dwight,,,,United States of America
http://www.wikidata.org/entity/Q5118174,Churchill Downs Incorporated,,,,
http://www.wikidata.org/entity/Q5118415,Chuy's,,,Austin,United States of America
http://www.wikidata.org/entity/Q5118603,ChyronHego Corporation,,,,United States of America
http://www.wikidata.org/entity/Q5119055,Cia. Hering,,,,Brazil
http://www.wikidata.org/entity/Q5120216,Cincinnati Bell,,,,United States of America
http://www.wikidata.org/entity/Q5120253,Cincinnati Financial,,,,United States of America
http://www.wikidata.org/entity/Q5120901,Cineworld,,,,
http://www.wikidata.org/entity/Q5122438,Citi Trends,,,,United States of America
http://www.wikidata.org/entity/Q5122694,Citizens Financial Group,,,,United States of America
http://www.wikidata.org/entity/Q5123314,City National Bank,,,,United States of America
http://www.wikidata.org/entity/Q5124096,Citysearch,,,La Crescenta-Montrose,
http://www.wikidata.org/entity/Q5127720,Claro Colombia,,,,Colombia
http://www.wikidata.org/entity/Q5130494,Clean Harbors,,,,
http://www.wikidata.org/entity/Q5130656,Clear Channel Outdoor,,,,Sweden
http://www.wikidata.org/entity/Q5130952,Clearwater Paper,,,,
http://www.wikidata.org/entity/Q5130975,Clearwire,,,,United States of America
http://www.wikidata.org/entity/Q5132065,Cleveland BioLabs,,,,United States of America
http://www.wikidata.org/entity/Q5132401,ClickSoftware Technologies,,,,United States of America
http://www.wikidata.org/entity/Q5133094,Cliffs Natural Resources,,,,
http://www.wikidata.org/entity/Q5135183,Close Brothers Group,,,,
http://www.wikidata.org/entity/Q5135229,Falabella,,,,Chile
http://www.wikidata.org/entity/Q5136077,ClubCorp,,,,
http://www.wikidata.org/entity/Q5136539,Clublink,,,,Canada
http://www.wikidata.org/entity/Q5136910,Clyde Engineering,,,,Australia
http://www.wikidata.org/entity/Q5138089,Coast Casinos,,,,
http://www.wikidata.org/entity/Q5138245,clearly.ca,,,,
http://www.wikidata.org/entity/Q5138297,Coastal Greenland,,,,
http://www.wikidata.org/entity/Q5139058,Coca-Cola Bottling Co. Consolidated,,,Greensboro,United States of America
http://www.wikidata.org/entity/Q5139356,Cochlear Limited,,,,Australia
http://www.wikidata.org/entity/Q5140043,Code Rebel,,,,United States of America
http://www.wikidata.org/entity/Q5140275,Codexis,,,,United States of America
http://www.wikidata.org/entity/Q5141641,Coinstar,,,Bellevue,United States of America
http://www.wikidata.org/entity/Q5145786,CollabRx,,,,
http://www.wikidata.org/entity/Q5147194,Colliers International,,,Australia,
http://www.wikidata.org/entity/Q5148361,Colonial Properties,,,,United States of America
http://www.wikidata.org/entity/Q5150796,CombiMatrix,,,,United States of America
http://www.wikidata.org/entity/Q5151691,Comfort Systems USA,,,,
http://www.wikidata.org/entity/Q5152057,CommScope,,,,
http://www.wikidata.org/entity/Q5152058,CommVault Systems,,,,United States of America
http://www.wikidata.org/entity/Q5152411,Commerce Bancshares,,,,United States of America
http://www.wikidata.org/entity/Q5152510,Commercial Metals Company,,,,United States of America
http://www.wikidata.org/entity/Q5152539,Commercial Vehicle Group,,,,United States of America
http://www.wikidata.org/entity/Q5154604,CommunityOne Bank,,,,United States of America
http://www.wikidata.org/entity/Q5154635,"Community Bank, N.A.",,,,United States of America
http://www.wikidata.org/entity/Q5154770,Community Health Systems,,,,United States of America
http://www.wikidata.org/entity/Q5156101,Compass Minerals,,,,United States of America
http://www.wikidata.org/entity/Q5157121,Comptel Corporation,,,,
http://www.wikidata.org/entity/Q5157220,Compugen,,,,Israel
http://www.wikidata.org/entity/Q5157454,Computer Modelling Group,,,,
http://www.wikidata.org/entity/Q5157722,Comtex,,,,
http://www.wikidata.org/entity/Q5158443,Conceptus Inc.,,,,
http://www.wikidata.org/entity/Q5158765,Concord,,,,
http://www.wikidata.org/entity/Q5159089,Concur Technologies,,,,
http://www.wikidata.org/entity/Q5159103,Concurrent Technologies Corporation,,,,United States of America
http://www.wikidata.org/entity/Q5161257,Conn's,,,,
http://www.wikidata.org/entity/Q5162777,Conseco,,,,
http://www.wikidata.org/entity/Q5163278,Consolidated Graphics,,,,
http://www.wikidata.org/entity/Q5163620,Constant Contact,,,Massachusetts,
http://www.wikidata.org/entity/Q5165314,Continental Resources,,,,United States of America
http://www.wikidata.org/entity/Q5165812,Control4,,,,
http://www.wikidata.org/entity/Q5166105,ConvaTec,,,,
http://www.wikidata.org/entity/Q5166130,Convenience Retail Asia,,,,
http://www.wikidata.org/entity/Q5167530,Coolpad,,,,
http://www.wikidata.org/entity/Q5167736,Cooper-Standard Automotive,,,,United States of America
http://www.wikidata.org/entity/Q5168189,Copa Holdings,,,,
http://www.wikidata.org/entity/Q5169368,CorVel Corporation,,,,
http://www.wikidata.org/entity/Q5170128,Core-Mark,,,San Francisco,
http://www.wikidata.org/entity/Q5170137,CoreLogic,,,California,United States of America
http://www.wikidata.org/entity/Q5170140,CoreSite,,,,
http://www.wikidata.org/entity/Q5170174,Core Laboratories,,,,United States of America
http://www.wikidata.org/entity/Q5170480,Corficolombiana,,,,Colombia
http://www.wikidata.org/entity/Q5170685,Corinthian Colleges,,,,United States of America
http://www.wikidata.org/entity/Q5172422,Corporate Office Properties Trust,,,,
http://www.wikidata.org/entity/Q5173239,Cortex Pharmaceuticals,,,,United States of America
http://www.wikidata.org/entity/Q5173417,Corus Bankshares,,,,United States of America
http://www.wikidata.org/entity/Q5173834,Cosalt,,,,United Kingdom
http://www.wikidata.org/entity/Q5173965,Cosm,,,,
http://www.wikidata.org/entity/Q5174993,Costain Group,,,,United Kingdom
http://www.wikidata.org/entity/Q5175243,Così,,,,United States of America
http://www.wikidata.org/entity/Q5176904,CounterPath Corporation,,,,
http://www.wikidata.org/entity/Q5177291,Country Garden,,,,People's Republic of China
http://www.wikidata.org/entity/Q5177551,Countryside Properties,,,,United Kingdom
http://www.wikidata.org/entity/Q5177565,Countrywide,,,,
http://www.wikidata.org/entity/Q5177980,Coupa,,,,United States of America
http://www.wikidata.org/entity/Q5178074,Courage Investment Group,,,,
http://www.wikidata.org/entity/Q5178840,Cousins Properties,,,,
http://www.wikidata.org/entity/Q5178891,Covanta,,,,United States of America
http://www.wikidata.org/entity/Q5179012,Covenant Transport,,,Chattanooga,
http://www.wikidata.org/entity/Q5179371,Covisint,,,,
http://www.wikidata.org/entity/Q5182000,Crane Co.,,,,United States of America
http://www.wikidata.org/entity/Q5182270,Cranswick plc,,,,United Kingdom
http://www.wikidata.org/entity/Q5182813,Crawford & Company,,,,
http://www.wikidata.org/entity/Q5183828,Cree Inc.,,,,
http://www.wikidata.org/entity/Q5184408,Crescent Point Energy,,,,
http://www.wikidata.org/entity/Q5184550,Crest Nicholson,,,,United Kingdom
http://www.wikidata.org/entity/Q5184788,Crew Energy,,,,
http://www.wikidata.org/entity/Q7662428,Synex International,,,,
http://www.wikidata.org/entity/Q7662493,Synnex,,,,
http://www.wikidata.org/entity/Q7662636,Synplicity,,,,
http://www.wikidata.org/entity/Q7662679,Syntel,,,Troy,
http://www.wikidata.org/entity/Q7662796,Synthomer,,,,United Kingdom
http://www.wikidata.org/entity/Q7663566,Sysmex Corporation,,,,Japan
http://www.wikidata.org/entity/Q7663801,Global Industrial Company,,,,
http://www.wikidata.org/entity/Q7668516,T. Marzetti Company,,,,United States of America
http://www.wikidata.org/entity/Q7669085,T4F – Time For Fun,,,,Brazil
http://www.wikidata.org/entity/Q7669310,TANLA,,,,India
http://www.wikidata.org/entity/Q7669439,TAT Technologies,,,,
http://www.wikidata.org/entity/Q7669688,TCF Financial Corporation,,,,United States of America
http://www.wikidata.org/entity/Q7669886,TD Ameritrade,,,Omaha,
http://www.wikidata.org/entity/Q7669940,TECO Energy,,,,United States of America
http://www.wikidata.org/entity/Q7670476,TI Group,,,,United Kingdom
http://www.wikidata.org/entity/Q7671003,TOM Group,Tom Group Limited,,,
http://www.wikidata.org/entity/Q7671003,TOM Group,TOM集團有限公司,,,
http://www.wikidata.org/entity/Q7671152,TPG Corporation Limited,TPG Corporation Limited,,,Australia
http://www.wikidata.org/entity/Q7671766,TSYS,,,Columbus,
http://www.wikidata.org/entity/Q7671950,TTI Telecom,,,,
http://www.wikidata.org/entity/Q7671964,Nekkar,,,,Norway
http://www.wikidata.org/entity/Q7672563,TW Telecom,,,,
http://www.wikidata.org/entity/Q7672614,TZ Limited,,,,
http://www.wikidata.org/entity/Q7673435,Tableau Software,,,Seattle,United States of America
http://www.wikidata.org/entity/Q7674768,Taekwang Group,,,,South Korea
http://www.wikidata.org/entity/Q7675621,Tahoe Resources,,,,
http://www.wikidata.org/entity/Q7677258,Takara Holdings,,,,Japan
http://www.wikidata.org/entity/Q7679213,Taleo,,,Quebec City,United States of America
http://www.wikidata.org/entity/Q7680886,Tamares Group,,,,United Kingdom
http://www.wikidata.org/entity/Q7682888,Tanger Factory Outlet Centers,,,,
http://www.wikidata.org/entity/Q7685824,Targa Resources,,,,
http://www.wikidata.org/entity/Q7685835,Targanta Therapeutics Corporation,,,,
http://www.wikidata.org/entity/Q7687130,Taseko Mines,,,,Canada
http://www.wikidata.org/entity/Q7687626,Tassal,,,,
http://www.wikidata.org/entity/Q7688473,Tatts Group,,,Melbourne,
http://www.wikidata.org/entity/Q7688650,Taubman Centers,,,,
http://www.wikidata.org/entity/Q7690075,Taylor Morrison,,,,
http://www.wikidata.org/entity/Q7692121,TechFaith,,,,
http://www.wikidata.org/entity/Q7692144,TechTarget,,,,United States of America
http://www.wikidata.org/entity/Q7692548,TechnologyOne,,,,
http://www.wikidata.org/entity/Q7692916,Tecumseh Products,,,,United States of America
http://www.wikidata.org/entity/Q7692916,Tecumseh Products,,,,Brazil
http://www.wikidata.org/entity/Q7695198,Tejarat Bank,,,,Iran
http://www.wikidata.org/entity/Q7695260,Tejon Ranch,,,,United States of America
http://www.wikidata.org/entity/Q7695732,TeleNav,,,Sunnyvale,United States of America
http://www.wikidata.org/entity/Q7695737,TTEC,,,,
http://www.wikidata.org/entity/Q7695821,Telecom Plus,,,,United Kingdom
http://www.wikidata.org/entity/Q7696127,Teledyne Technologies,,,,United States of America
http://www.wikidata.org/entity/Q7696143,Teleflex,,,,United States of America
http://www.wikidata.org/entity/Q7696488,Telephone and Data Systems,,,,
http://www.wikidata.org/entity/Q7698569,Temple Hotels,,,,
http://www.wikidata.org/entity/Q7701490,Terabeam,,,,
http://www.wikidata.org/entity/Q7701648,Terayon,,,,
http://www.wikidata.org/entity/Q7705443,Tesco Venture Brands,,,,
http://www.wikidata.org/entity/Q7705659,Xperi Corporation,,,,United States of America
http://www.wikidata.org/entity/Q7706196,Tetra Tech,,,,United States of America
http://www.wikidata.org/entity/Q7707900,Texas Pacific Land Trust,,,,
http://www.wikidata.org/entity/Q7707945,Texas Roadhouse,,,Clarksville,United States of America
http://www.wikidata.org/entity/Q7711620,The9,,,,
http://www.wikidata.org/entity/Q7711653,theScore Inc.,,,,Canada
http://www.wikidata.org/entity/Q7711656,TheStreet.com,,,,United States of America
http://www.wikidata.org/entity/Q7712716,The Advisory Board Company,,,,United States of America
http://www.wikidata.org/entity/Q7713699,The Andersons,,,,United States of America
http://www.wikidata.org/entity/Q7719081,The Bon-Ton,,,,United States of America
http://www.wikidata.org/entity/Q7720000,The Brick,,,,
http://www.wikidata.org/entity/Q7727445,The Container Store,,,Dallas,
http://www.wikidata.org/entity/Q7727656,The Corporate Executive Board Company,,,"Washington, D.C.",United States of America
http://www.wikidata.org/entity/Q7728168,The Cross-Harbour,,,,People's Republic of China
http://www.wikidata.org/entity/Q7730196,Yuexiu Property,,,,People's Republic of China
http://www.wikidata.org/entity/Q7732369,The Erawan Group,,,,Thailand
http://www.wikidata.org/entity/Q7735265,The Fresh Market,,,,United States of America
http://www.wikidata.org/entity/Q7738224,The Greenbrier Companies,,,,United States of America
http://www.wikidata.org/entity/Q7742790,The J.M. Smucker Company,,,,United States of America
http://www.wikidata.org/entity/Q7743510,The Jones Group,,,,United States of America
http://www.wikidata.org/entity/Q7744066,The Keg,,,North Vancouver,
http://www.wikidata.org/entity/Q7744883,The Knot,,,,United States of America
http://www.wikidata.org/entity/Q7752327,The Mosaic Company,,,,
http://www.wikidata.org/entity/Q7754361,The North West Company,,,,Canada
http://www.wikidata.org/entity/Q7754361,The North West Company,,,,United States of America
http://www.wikidata.org/entity/Q7756009,The Pantry,,,,United States of America
http://www.wikidata.org/entity/Q7756963,The Phoenix Companies,,,,
http://www.wikidata.org/entity/Q7759417,The Rank Group,,,,
http://www.wikidata.org/entity/Q7762363,Savola Group,مجموعة صافولا,,,Saudi Arabia
http://www.wikidata.org/entity/Q7772938,The Vitamin Shoppe,,,,
http://www.wikidata.org/entity/Q7776719,The York Water Company,,,,
http://www.wikidata.org/entity/Q7786824,Thomas & Betts,,,,United States of America
http://www.wikidata.org/entity/Q7793308,Thomas Properties Group,,,,
http://www.wikidata.org/entity/Q7795716,Thompson Creek Metals,,,,
http://www.wikidata.org/entity/Q7796068,Thor Industries,,,,United States of America
http://www.wikidata.org/entity/Q7796156,Thoratec,,,California,United States of America
http://www.wikidata.org/entity/Q7799971,"TiVo, Inc.",,,,
http://www.wikidata.org/entity/Q7800174,Tiangong International,,,,People's Republic of China
http://www.wikidata.org/entity/Q7800194,Tianjin Development,,,,People's Republic of China
http://www.wikidata.org/entity/Q7800206,Tianjin Port Development,,,,People's Republic of China
http://www.wikidata.org/entity/Q7800211,"Tianjin TEDA Co., Ltd.",,,,People's Republic of China
http://www.wikidata.org/entity/Q7800873,Tidewater,,,,United States of America
http://www.wikidata.org/entity/Q7801348,TigerLogic,,,,
http://www.wikidata.org/entity/Q7801459,Tiger Resources,,,,
http://www.wikidata.org/entity/Q7801745,Tihama,شركة تهامة للإعلان والعلاقات العامة,,,Saudi Arabia
http://www.wikidata.org/entity/Q7802889,Tillys,,,,United States of America
http://www.wikidata.org/entity/Q5753336,Q5753336,,,,Chile
http://www.wikidata.org/entity/Q5760704,Hikvision,,,,People's Republic of China
http://www.wikidata.org/entity/Q5761967,HillRom,,,,United States of America
http://www.wikidata.org/entity/Q5762186,Hill International,,,,
http://www.wikidata.org/entity/Q5763038,"Hillenbrand, Inc.",,,,
http://www.wikidata.org/entity/Q5765159,Himax,,,,Taiwan
http://www.wikidata.org/entity/Q5766843,Hindustan Zinc Limited,,,New Delhi,
http://www.wikidata.org/entity/Q5772527,Hisense Kelon,,,,People's Republic of China
http://www.wikidata.org/entity/Q5779688,Enel Distribución Chile S.A.,,,,Chile
http://www.wikidata.org/entity/Q5779692,CCNI,,,,Chile
http://www.wikidata.org/entity/Q5834052,Export Development Bank of Iran,,,,Iran
http://www.wikidata.org/entity/Q5842736,Corning Inc.,Corning Glass Works,,,United States of America
http://www.wikidata.org/entity/Q5842736,Corning Inc.,Corning Inc.,,,United States of America
http://www.wikidata.org/entity/Q5849958,Q5849958,,,,Chile
